train_loss_step,train_main_loss_step,train_recon_loss_step,step,epoch,val_recon_loss_step,val_loss_step,val_main_loss_step,val_loss_epoch,val_main_loss_epoch,val_recon_loss_epoch,train_recon_loss_epoch,train_loss_epoch,train_main_loss_epoch
,,,356,,268.77606201171875,340696064.0,681391616.0,,,,,,
,,,357,,268.7770690917969,333564480.0,667128448.0,,,,,,
,,,358,,268.7767639160156,378027680.0,756054848.0,,,,,,
,,,359,,268.7772521972656,354839648.0,709678784.0,,,,,,
,,,1439,17,,,,367501280.0,735002240.0,268.7764587402344,,,
,,,1439,17,,,,,,,338.44091796875,374616960.0,749233152.0
373935232.0,747870016.0,215.13929748535156,1449,18,,,,,,,,,
367045056.0,734089856.0,129.3003387451172,1499,18,,,,,,,,,
,,,360,,117.04227447509766,363934688.0,727869120.0,,,,,,
,,,361,,117.04204559326172,330079328.0,660158400.0,,,,,,
,,,362,,117.04277801513672,336863104.0,673725952.0,,,,,,
,,,363,,117.04278564453125,304979232.0,609958208.0,,,,,,
,,,364,,117.04315185546875,371773760.0,743547264.0,,,,,,
,,,365,,117.04276275634766,405086720.0,810173184.0,,,,,,
,,,366,,117.04289245605469,380303744.0,760607232.0,,,,,,
,,,367,,117.0426254272461,338935904.0,677871552.0,,,,,,
,,,368,,117.04329681396484,342905504.0,685810752.0,,,,,,
,,,369,,117.04169464111328,411477760.0,822955264.0,,,,,,
,,,370,,117.04254150390625,442740128.0,885480000.0,,,,,,
,,,371,,117.04247283935547,355042720.0,710085184.0,,,,,,
,,,372,,117.0429916381836,413087328.0,826174400.0,,,,,,
,,,373,,117.04376220703125,321608416.0,643216576.0,,,,,,
,,,374,,117.04219055175781,325037792.0,650075328.0,,,,,,
,,,375,,117.0422592163086,425588896.0,851177536.0,,,,,,
,,,376,,117.0425033569336,336332768.0,672665280.0,,,,,,
,,,377,,117.0430908203125,329153248.0,658306240.0,,,,,,
,,,378,,117.04328155517578,373319072.0,746637888.0,,,,,,
,,,379,,117.04293823242188,350423136.0,700846016.0,,,,,,
,,,1519,18,,,,362933696.0,725867072.0,117.04271697998047,,,
,,,1519,18,,,,,,,162.11932373046875,370293984.0,740587520.0
455230912.0,910461696.0,73.7614517211914,1549,19,,,,,,,,,
418420864.0,836841664.0,40.875431060791016,1599,19,,,,,,,,,
,,,380,,44.59539031982422,359066528.0,718132992.0,,,,,,
,,,381,,44.595359802246094,325654240.0,651308416.0,,,,,,
,,,382,,44.59569549560547,332388128.0,664776192.0,,,,,,
,,,383,,44.59569549560547,300559104.0,601118144.0,,,,,,
,,,384,,44.5959358215332,366937952.0,733875840.0,,,,,,
,,,385,,44.595664978027344,399773120.0,799546176.0,,,,,,
,,,386,,44.59578323364258,375315680.0,750631296.0,,,,,,
,,,387,,44.595645904541016,334292320.0,668584576.0,,,,,,
,,,388,,44.59606170654297,338337696.0,676675328.0,,,,,,
,,,389,,44.59516906738281,406293920.0,812587776.0,,,,,,
,,,390,,44.59553909301758,437266048.0,874532032.0,,,,,,
,,,391,,44.595611572265625,350324352.0,700648640.0,,,,,,
,,,392,,44.5956916809082,407902848.0,815805632.0,,,,,,
,,,393,,44.59610366821289,317296480.0,634592896.0,,,,,,
,,,394,,44.5953254699707,320450944.0,640901824.0,,,,,,
,,,395,,44.59563446044922,420212032.0,840424000.0,,,,,,
,,,396,,44.59550857543945,331738784.0,663477504.0,,,,,,
,,,397,,44.595672607421875,324508384.0,649016704.0,,,,,,
,,,398,,44.5961799621582,368358112.0,736716160.0,,,,,,
,,,399,,44.59569549560547,345772640.0,691545216.0,,,,,,
,,,1599,19,,,,358122496.0,716244864.0,44.59566879272461,,,
,,,1599,19,,,,,,,67.57466888427734,365843072.0,731685952.0
349196928.0,698393792.0,21.866910934448242,1649,20,,,,,,,,,
,,,400,,15.891339302062988,353868416.0,707736832.0,,,,,,
,,,401,,15.891294479370117,320933856.0,641867712.0,,,,,,
,,,402,,15.891414642333984,327613920.0,655227840.0,,,,,,
,,,403,,15.891409873962402,295844032.0,591688064.0,,,,,,
,,,404,,15.891550064086914,361774784.0,723549568.0,,,,,,
,,,405,,15.891357421875,394094752.0,788189504.0,,,,,,
,,,406,,15.8914794921875,369988288.0,739976576.0,,,,,,
,,,407,,15.891379356384277,329336448.0,658672896.0,,,,,,
,,,408,,15.891692161560059,333463424.0,666926848.0,,,,,,
,,,409,,15.891217231750488,400755392.0,801510784.0,,,,,,
,,,410,,15.891246795654297,431414688.0,862829376.0,,,,,,
,,,411,,15.891401290893555,345287776.0,690575552.0,,,,,,
,,,412,,15.891305923461914,402363712.0,804727424.0,,,,,,
,,,413,,15.891533851623535,312698048.0,625396096.0,,,,,,
,,,414,,15.891265869140625,315556128.0,631112256.0,,,,,,
,,,415,,15.891594886779785,414465472.0,828930944.0,,,,,,
,,,416,,15.891290664672852,326836256.0,653672512.0,,,,,,
,,,417,,15.891358375549316,319551008.0,639102016.0,,,,,,
,,,418,,15.891822814941406,363059904.0,726119808.0,,,,,,
,,,419,,15.891422271728516,340809152.0,681618304.0,,,,,,
,,,1679,20,,,,352985824.0,705971648.0,15.891420364379883,,,
,,,1679,20,,,,,,,25.691083908081055,360829760.0,721659456.0
354828768.0,709657536.0,11.916508674621582,1699,21,,,,,,,,,
354265632.0,708531264.0,6.811183929443359,1749,21,,,,,,,,,
,,,420,,6.05125093460083,348325184.0,696650368.0,,,,,,
,,,421,,6.051451206207275,315905536.0,631811072.0,,,,,,
,,,422,,6.05034065246582,322527712.0,645055424.0,,,,,,
,,,423,,6.051255226135254,290821376.0,581642752.0,,,,,,
,,,424,,6.049801349639893,356269376.0,712538752.0,,,,,,
,,,425,,6.050950050354004,388033952.0,776067904.0,,,,,,
,,,426,,6.049779891967773,364305856.0,728611712.0,,,,,,
,,,427,,6.0510406494140625,324054272.0,648108544.0,,,,,,
,,,428,,6.051723957061768,328269120.0,656538240.0,,,,,,
,,,429,,6.050302028656006,394845344.0,789690688.0,,,,,,
,,,430,,6.050573348999023,425167456.0,850334912.0,,,,,,
,,,431,,6.051955223083496,339918592.0,679837184.0,,,,,,
,,,432,,6.050805568695068,396452896.0,792905792.0,,,,,,
,,,433,,6.05085563659668,307801120.0,615602240.0,,,,,,
,,,434,,6.051520824432373,310339680.0,620679360.0,,,,,,
,,,435,,6.051036357879639,408331136.0,816662272.0,,,,,,
,,,436,,6.050793170928955,321611584.0,643223168.0,,,,,,
,,,437,,6.051316738128662,314267168.0,628534336.0,,,,,,
,,,438,,6.051069736480713,357408864.0,714817728.0,,,,,,
,,,439,,6.050832748413086,335518816.0,671037632.0,,,,,,
,,,1759,21,,,,347508768.0,695017536.0,6.05093240737915,,,
,,,1759,21,,,,,,,9.798050880432129,355762880.0,711525760.0
323331584.0,646663168.0,4.507765293121338,1799,22,,,,,,,,,
,,,440,,3.095048189163208,342345504.0,684691008.0,,,,,,
,,,441,,3.095334053039551,310487648.0,620975296.0,,,,,,
,,,442,,3.0944440364837646,317046656.0,634093312.0,,,,,,
,,,443,,3.0958733558654785,285409696.0,570819392.0,,,,,,
,,,444,,3.095350503921509,350330400.0,700660800.0,,,,,,
,,,445,,3.0944390296936035,381489600.0,762979200.0,,,,,,
,,,446,,3.09564471244812,358173984.0,716347968.0,,,,,,
,,,447,,3.0940160751342773,318359520.0,636719040.0,,,,,,
,,,448,,3.0946898460388184,322670560.0,645341120.0,,,,,,
,,,449,,3.0957648754119873,388465280.0,776930560.0,,,,,,
,,,450,,3.0938937664031982,418419584.0,836839168.0,,,,,,
,,,451,,3.095292091369629,334128768.0,668257536.0,,,,,,
,,,452,,3.094684600830078,390072224.0,780144448.0,,,,,,
,,,453,,3.0950520038604736,302526784.0,605053568.0,,,,,,
,,,454,,3.0964386463165283,304716544.0,609433088.0,,,,,,
,,,455,,3.0962181091308594,401706176.0,803412352.0,,,,,,
,,,456,,3.0952565670013428,315979488.0,631958976.0,,,,,,
,,,457,,3.095038652420044,308570560.0,617141120.0,,,,,,
,,,458,,3.094977378845215,351311488.0,702622976.0,,,,,,
,,,459,,3.0944113731384277,329815232.0,659630464.0,,,,,,
,,,1839,22,,,,341601216.0,683202432.0,3.0950934886932373,,,
,,,1839,22,,,,,,,4.559935092926025,350161024.0,700322048.0
345797472.0,691594944.0,3.3177366256713867,1849,23,,,,,,,,,
333904736.0,667809472.0,2.7324724197387695,1899,23,,,,,,,,,
,,,460,,2.152536630630493,335916576.0,671833152.0,,,,,,
,,,461,,2.1528420448303223,304670400.0,609340800.0,,,,,,
,,,462,,2.1523444652557373,311160352.0,622320704.0,,,,,,
,,,463,,2.152526617050171,279599296.0,559198592.0,,,,,,
,,,464,,2.1528940200805664,343946144.0,687892288.0,,,,,,
,,,465,,2.1524951457977295,374445536.0,748891072.0,,,,,,
,,,466,,2.15236496925354,351579520.0,703159040.0,,,,,,
,,,467,,2.152496337890625,312240608.0,624481216.0,,,,,,
,,,468,,2.1535513401031494,316656160.0,633312320.0,,,,,,
,,,469,,2.15238881111145,381600384.0,763200768.0,,,,,,
,,,470,,2.1523308753967285,411154048.0,822308096.0,,,,,,
,,,471,,2.152674674987793,327906592.0,655813184.0,,,,,,
,,,472,,2.1523325443267822,383206528.0,766413056.0,,,,,,
,,,473,,2.1526412963867188,296865664.0,593731328.0,,,,,,
,,,474,,2.1523866653442383,298676160.0,597352320.0,,,,,,
,,,475,,2.152876138687134,394575104.0,789150208.0,,,,,,
,,,476,,2.1525516510009766,309929088.0,619858176.0,,,,,,
,,,477,,2.1525039672851562,302449952.0,604899904.0,,,,,,
,,,478,,2.1529836654663086,344754368.0,689508736.0,,,,,,
,,,479,,2.152919292449951,323686720.0,647373440.0,,,,,,
,,,1919,23,,,,335250976.0,670501952.0,2.152631998062134,,,
,,,1919,23,,,,,,,2.918198585510254,344218400.0,688436800.0
355370912.0,710741824.0,2.411843776702881,1949,24,,,,,,,,,
299883808.0,599767616.0,2.1401522159576416,1999,24,,,,,,,,,
,,,480,,1.8034248352050781,328951392.0,657902784.0,,,,,,
,,,481,,1.8032346963882446,298377376.0,596754752.0,,,,,,
,,,482,,1.8029111623764038,304791360.0,609582720.0,,,,,,
,,,483,,1.802760362625122,273313760.0,546627520.0,,,,,,
,,,484,,1.8021275997161865,337029920.0,674059840.0,,,,,,
,,,485,,1.8034049272537231,366804448.0,733608896.0,,,,,,
,,,486,,1.8044257164001465,344432224.0,688864448.0,,,,,,
,,,487,,1.8046845197677612,305616192.0,611232384.0,,,,,,
,,,488,,1.8034456968307495,310146432.0,620292864.0,,,,,,
,,,489,,1.8016047477722168,374155680.0,748311360.0,,,,,,
,,,490,,1.800046682357788,403269344.0,806538688.0,,,,,,
,,,491,,1.8007394075393677,321168352.0,642336704.0,,,,,,
,,,492,,1.8033076524734497,375761216.0,751522432.0,,,,,,
,,,493,,1.803796648979187,290744000.0,581488000.0,,,,,,
,,,494,,1.801992416381836,292137408.0,584274816.0,,,,,,
,,,495,,1.8032567501068115,386837984.0,773675968.0,,,,,,
,,,496,,1.803131341934204,303379648.0,606759296.0,,,,,,
,,,497,,1.8072094917297363,295823744.0,591647488.0,,,,,,
,,,498,,1.8025513887405396,337648256.0,675296512.0,,,,,,
,,,499,,1.8037933111190796,317051392.0,634102784.0,,,,,,
,,,1999,24,,,,328371968.0,656743936.0,1.8030925989151,,,
,,,1999,24,,,,,,,2.3058159351348877,337620032.0,675240064.0
365683296.0,731366592.0,1.870520830154419,2049,25,,,,,,,,,
,,,500,,1.4854450225830078,321444960.0,642889920.0,,,,,,
,,,501,,1.4885035753250122,291606944.0,583213888.0,,,,,,
,,,502,,1.487728238105774,297938112.0,595876224.0,,,,,,
,,,503,,1.4847006797790527,266551392.0,533102784.0,,,,,,
,,,504,,1.4875391721725464,329577216.0,659154432.0,,,,,,
,,,505,,1.4841279983520508,358557984.0,717115968.0,,,,,,
,,,506,,1.4854267835617065,336726560.0,673453120.0,,,,,,
,,,507,,1.4885680675506592,298483104.0,596966208.0,,,,,,
,,,508,,1.4876842498779297,303138784.0,606277568.0,,,,,,
,,,509,,1.4836459159851074,366124800.0,732249600.0,,,,,,
,,,510,,1.4951308965682983,394756672.0,789513344.0,,,,,,
,,,511,,1.487954020500183,313910880.0,627821760.0,,,,,,
,,,512,,1.4862079620361328,367729376.0,735458752.0,,,,,,
,,,513,,1.4864466190338135,284161120.0,568322240.0,,,,,,
,,,514,,1.4856646060943604,285097952.0,570195904.0,,,,,,
,,,515,,1.4876430034637451,378486944.0,756973888.0,,,,,,
,,,516,,1.4895579814910889,296329056.0,592658112.0,,,,,,
,,,517,,1.4863711595535278,288687808.0,577375616.0,,,,,,
,,,518,,1.4844056367874146,329987136.0,659974272.0,,,,,,
,,,519,,1.4881199598312378,309906048.0,619812096.0,,,,,,
,,,2079,25,,,,320960128.0,641920256.0,1.4870437383651733,,,
,,,2079,25,,,,,,,1.9521387815475464,330581696.0,661163392.0
374805600.0,749611200.0,1.716272234916687,2099,26,,,,,,,,,
339526112.0,679052224.0,1.5966688394546509,2149,26,,,,,,,,,
,,,520,,1.3271929025650024,313348032.0,626696064.0,,,,,,
,,,521,,1.3316881656646729,284317280.0,568634560.0,,,,,,
,,,522,,1.3307682275772095,290558112.0,581116224.0,,,,,,
,,,523,,1.3304166793823242,259271472.0,518542944.0,,,,,,
,,,524,,1.3329977989196777,321539168.0,643078336.0,,,,,,
,,,525,,1.3322488069534302,349648992.0,699297984.0,,,,,,
,,,526,,1.333142638206482,328411168.0,656822336.0,,,,,,
,,,527,,1.33078134059906,290796288.0,581592576.0,,,,,,
,,,528,,1.3302322626113892,295589536.0,591179072.0,,,,,,
,,,529,,1.3281527757644653,357451936.0,714903872.0,,,,,,
,,,530,,1.338074803352356,385555072.0,771110144.0,,,,,,
,,,531,,1.3315842151641846,306087008.0,612174016.0,,,,,,
,,,532,,1.3298853635787964,359055520.0,718111040.0,,,,,,
,,,533,,1.327816128730774,277078144.0,554156288.0,,,,,,
,,,534,,1.3329050540924072,277513760.0,555027520.0,,,,,,
,,,535,,1.3328534364700317,369462656.0,738925312.0,,,,,,
,,,536,,1.333598017692566,288732160.0,577464320.0,,,,,,
,,,537,,1.3312309980392456,280997856.0,561995712.0,,,,,,
,,,538,,1.3252522945404053,321720864.0,643441728.0,,,,,,
,,,539,,1.3295437097549438,302206112.0,604412224.0,,,,,,
,,,2159,26,,,,312967040.0,625934080.0,1.331018328666687,,,
,,,2159,26,,,,,,,1.7125260829925537,323100736.0,646201472.0
311356448.0,622712896.0,1.5378895998001099,2199,27,,,,,,,,,
,,,540,,1.1816763877868652,304647552.0,609295104.0,,,,,,
,,,541,,1.185921549797058,276501824.0,553003648.0,,,,,,
,,,542,,1.1845061779022217,282643456.0,565286912.0,,,,,,
,,,543,,1.1879323720932007,251465648.0,502931296.0,,,,,,
,,,544,,1.1892268657684326,312903072.0,625806144.0,,,,,,
,,,545,,1.1860053539276123,340057568.0,680115136.0,,,,,,
,,,546,,1.191541075706482,319470560.0,638941120.0,,,,,,
,,,547,,1.1812952756881714,282543872.0,565087744.0,,,,,,
,,,548,,1.1877601146697998,287488896.0,574977792.0,,,,,,
,,,549,,1.1917442083358765,348119968.0,696239936.0,,,,,,
,,,550,,1.1988623142242432,375643392.0,751286784.0,,,,,,
,,,551,,1.186861515045166,297685248.0,595370496.0,,,,,,
,,,552,,1.1913865804672241,349722144.0,699444288.0,,,,,,
,,,553,,1.1888115406036377,269488544.0,538977088.0,,,,,,
,,,554,,1.1863436698913574,269375008.0,538750016.0,,,,,,
,,,555,,1.185014247894287,359746176.0,719492352.0,,,,,,
,,,556,,1.190472960472107,280578816.0,561157632.0,,,,,,
,,,557,,1.1824126243591309,272743424.0,545486848.0,,,,,,
,,,558,,1.178117036819458,312835104.0,625670208.0,,,,,,
,,,559,,1.1804556846618652,293940576.0,587881152.0,,,,,,
,,,2239,27,,,,304380064.0,608760128.0,1.1868175268173218,,,
,,,2239,27,,,,,,,1.5488080978393555,314852544.0,629705088.0
290287008.0,580574016.0,1.445151925086975,2249,28,,,,,,,,,
294407552.0,588815104.0,1.3873023986816406,2299,28,,,,,,,,,
,,,560,,1.0518076419830322,295309824.0,590619648.0,,,,,,
,,,561,,1.0493587255477905,268136016.0,536272032.0,,,,,,
,,,562,,1.0517655611038208,274168352.0,548336704.0,,,,,,
,,,563,,1.0508447885513306,243109936.0,486219872.0,,,,,,
,,,564,,1.051649808883667,303637120.0,607274240.0,,,,,,
,,,565,,1.0497537851333618,329743904.0,659487808.0,,,,,,
,,,566,,1.0523874759674072,309871008.0,619742016.0,,,,,,
,,,567,,1.047867774963379,273698848.0,547397696.0,,,,,,
,,,568,,1.0541599988937378,278809760.0,557619520.0,,,,,,
,,,569,,1.049087643623352,338091840.0,676183680.0,,,,,,
,,,570,,1.0531970262527466,364978880.0,729957760.0,,,,,,
,,,571,,1.0526548624038696,288676672.0,577353344.0,,,,,,
,,,572,,1.045668363571167,339692832.0,679385664.0,,,,,,
,,,573,,1.05036461353302,261370832.0,522741664.0,,,,,,
,,,574,,1.050681710243225,260654176.0,521308352.0,,,,,,
,,,575,,1.0528130531311035,349293024.0,698586048.0,,,,,,
,,,576,,1.055618405342102,271842400.0,543684800.0,,,,,,
,,,577,,1.050650715827942,263895536.0,527791072.0,,,,,,
,,,578,,1.0526485443115234,303294944.0,606589888.0,,,,,,
,,,579,,1.0498054027557373,285080448.0,570160896.0,,,,,,
,,,2319,28,,,,295167776.0,590335552.0,1.0511393547058105,,,
,,,2319,28,,,,,,,1.4250425100326538,306078208.0,612156416.0
304503936.0,609007872.0,1.3087009191513062,2349,29,,,,,,,,,
274622080.0,549244160.0,1.3200823068618774,2399,29,,,,,,,,,
,,,580,,0.9634808301925659,285376992.0,570753984.0,,,,,,
,,,581,,0.9642515182495117,259260832.0,518521664.0,,,,,,
,,,582,,0.9705774188041687,265174336.0,530348672.0,,,,,,
,,,583,,0.9668843746185303,234247952.0,468495904.0,,,,,,
,,,584,,0.970270037651062,293783424.0,587566848.0,,,,,,
,,,585,,0.9634290933609009,318747168.0,637494336.0,,,,,,
,,,586,,0.965878963470459,299653312.0,599306624.0,,,,,,
,,,587,,0.9654065370559692,264302880.0,528605760.0,,,,,,
,,,588,,0.9650943279266357,269595296.0,539190592.0,,,,,,
,,,589,,0.9656394720077515,327405312.0,654810624.0,,,,,,
,,,590,,0.9664211273193359,353599168.0,707198336.0,,,,,,
,,,591,,0.9680812954902649,279101248.0,558202496.0,,,,,,
,,,592,,0.9628288149833679,329003872.0,658007744.0,,,,,,
,,,593,,0.9641207456588745,252767552.0,505535104.0,,,,,,
,,,594,,0.9675531387329102,251393520.0,502787040.0,,,,,,
,,,595,,0.9655881524085999,338145024.0,676290048.0,,,,,,
,,,596,,0.9717496633529663,262566160.0,525132320.0,,,,,,
,,,597,,0.962507963180542,254496240.0,508992480.0,,,,,,
,,,598,,0.9701473116874695,293141184.0,586282368.0,,,,,,
,,,599,,0.9661960601806641,275667200.0,551334400.0,,,,,,
,,,2399,29,,,,285371424.0,570742848.0,0.9663053750991821,,,
,,,2399,29,,,,,,,1.3338819742202759,296654624.0,593309248.0
274511264.0,549022528.0,1.2472397089004517,2449,30,,,,,,,,,
,,,600,,0.8687316179275513,274777632.0,549555264.0,,,,,,
,,,601,,0.8723905682563782,249824624.0,499649248.0,,,,,,
,,,602,,0.8739627003669739,255605488.0,511210976.0,,,,,,
,,,603,,0.8747488260269165,224824736.0,449649472.0,,,,,,
,,,604,,0.8712779879570007,283266592.0,566533184.0,,,,,,
,,,605,,0.8644299507141113,306980672.0,613961344.0,,,,,,
,,,606,,0.8729110360145569,288739648.0,577479296.0,,,,,,
,,,607,,0.8669208288192749,254291296.0,508582592.0,,,,,,
,,,608,,0.876392662525177,259782448.0,519564896.0,,,,,,
,,,609,,0.8696896433830261,315978976.0,631957952.0,,,,,,
,,,610,,0.8735789656639099,341413024.0,682826048.0,,,,,,
,,,611,,0.8691615462303162,268894944.0,537789888.0,,,,,,
,,,612,,0.8671276569366455,317576384.0,635152768.0,,,,,,
,,,613,,0.872883677482605,243626800.0,487253600.0,,,,,,
,,,614,,0.875252366065979,241531552.0,483063104.0,,,,,,
,,,615,,0.8682970404624939,326208992.0,652417984.0,,,,,,
,,,616,,0.8720149397850037,252682176.0,505364352.0,,,,,,
,,,617,,0.8734495639801025,244482864.0,488965728.0,,,,,,
,,,618,,0.8684775233268738,282297152.0,564594304.0,,,,,,
,,,619,,0.8712018132209778,265637072.0,531274144.0,,,,,,
,,,2479,30,,,,274921152.0,549842304.0,0.8711451292037964,,,
,,,2479,30,,,,,,,1.2886078357696533,286689152.0,573378304.0
303019520.0,606039040.0,1.2381856441497803,2499,31,,,,,,,,,
288639648.0,577279296.0,1.2359355688095093,2549,31,,,,,,,,,
,,,620,,0.7170552611351013,263608048.0,527216096.0,,,,,,
,,,621,,0.7155202627182007,239915744.0,479831488.0,,,,,,
,,,622,,0.7200500965118408,245556016.0,491112032.0,,,,,,
,,,623,,0.7209692597389221,214931152.0,429862304.0,,,,,,
,,,624,,0.7199570536613464,272189632.0,544379264.0,,,,,,
,,,625,,0.7093172669410706,294542080.0,589084160.0,,,,,,
,,,626,,0.7205866575241089,277229184.0,554458368.0,,,,,,
,,,627,,0.7147377133369446,243761728.0,487523456.0,,,,,,
,,,628,,0.7154492735862732,249467776.0,498935552.0,,,,,,
,,,629,,0.7167674899101257,303908256.0,607816512.0,,,,,,
,,,630,,0.7187608480453491,328516640.0,657033280.0,,,,,,
,,,631,,0.7189481854438782,258152816.0,516305632.0,,,,,,
,,,632,,0.7151473164558411,305504128.0,611008256.0,,,,,,
,,,633,,0.7171965837478638,234041072.0,468082144.0,,,,,,
,,,634,,0.7199130654335022,231164976.0,462329952.0,,,,,,
,,,635,,0.7157641053199768,313592512.0,627185024.0,,,,,,
,,,636,,0.7200398445129395,242294864.0,484589728.0,,,,,,
,,,637,,0.7168581485748291,233949760.0,467899520.0,,,,,,
,,,638,,0.7209057211875916,270865600.0,541731200.0,,,,,,
,,,639,,0.7142279148101807,255088064.0,510176128.0,,,,,,
,,,2559,31,,,,263914000.0,527828000.0,0.7174085974693298,,,
,,,2559,31,,,,,,,1.21237051486969,275989856.0,551979712.0
217273568.0,434547136.0,1.2043793201446533,2599,32,,,,,,,,,
,,,640,,0.5684123039245605,251914160.0,503828320.0,,,,,,
,,,641,,0.5632278323173523,229589216.0,459178432.0,,,,,,
,,,642,,0.5709119439125061,235074992.0,470149984.0,,,,,,
,,,643,,0.5710821151733398,204619728.0,409239456.0,,,,,,
,,,644,,0.5700618624687195,260595696.0,521191392.0,,,,,,
,,,645,,0.5630757212638855,281471456.0,562942912.0,,,,,,
,,,646,,0.5715869665145874,265163984.0,530327968.0,,,,,,
,,,647,,0.5673223733901978,232760928.0,465521856.0,,,,,,
,,,648,,0.5664581060409546,238700272.0,477400544.0,,,,,,
,,,649,,0.5677921772003174,291238624.0,582477248.0,,,,,,
,,,650,,0.5706021189689636,314951520.0,629903040.0,,,,,,
,,,651,,0.568631112575531,246919904.0,493839808.0,,,,,,
,,,652,,0.5679045915603638,292833184.0,585666368.0,,,,,,
,,,653,,0.5713615417480469,224063904.0,448127808.0,,,,,,
,,,654,,0.5700599551200867,220338256.0,440676512.0,,,,,,
,,,655,,0.5691999197006226,300327552.0,600655104.0,,,,,,
,,,656,,0.5722730755805969,231447488.0,462894976.0,,,,,,
,,,657,,0.5675424337387085,222944032.0,445888064.0,,,,,,
,,,658,,0.5708810091018677,258884160.0,517768320.0,,,,,,
,,,659,,0.5662481188774109,244066496.0,488132992.0,,,,,,
,,,2639,32,,,,252395296.0,504790592.0,0.5687317252159119,,,
,,,2639,32,,,,,,,1.1627084016799927,264653760.0,529307520.0
243795040.0,487590080.0,1.1704113483428955,2649,33,,,,,,,,,
239504176.0,479008352.0,1.0723847150802612,2699,33,,,,,,,,,
,,,660,,0.4892071485519409,239817264.0,479634528.0,,,,,,
,,,661,,0.48202842473983765,218963072.0,437926144.0,,,,,,
,,,662,,0.4940005838871002,224284448.0,448568896.0,,,,,,
,,,663,,0.4902978837490082,194010160.0,388020320.0,,,,,,
,,,664,,0.48773086071014404,248604912.0,497209824.0,,,,,,
,,,665,,0.48778387904167175,267896688.0,535793376.0,,,,,,
,,,666,,0.49232053756713867,252668064.0,505336128.0,,,,,,
,,,667,,0.491098016500473,221407504.0,442815008.0,,,,,,
,,,668,,0.4868330955505371,227601360.0,455202720.0,,,,,,
,,,669,,0.48971298336982727,278094752.0,556189504.0,,,,,,
,,,670,,0.49203968048095703,300843712.0,601687424.0,,,,,,
,,,671,,0.4845471978187561,235318064.0,470636128.0,,,,,,
,,,672,,0.4910419285297394,279685312.0,559370624.0,,,,,,
,,,673,,0.4902501404285431,213812304.0,427624608.0,,,,,,
,,,674,,0.48568475246429443,209173696.0,418347392.0,,,,,,
,,,675,,0.4922647476196289,286541632.0,573083264.0,,,,,,
,,,676,,0.48819485306739807,220261136.0,440522272.0,,,,,,
,,,677,,0.4855665862560272,211588080.0,423176160.0,,,,,,
,,,678,,0.49698200821876526,246478064.0,492956128.0,,,,,,
,,,679,,0.4862220287322998,232692976.0,465385952.0,,,,,,
,,,2719,33,,,,240487168.0,480974336.0,0.48919036984443665,,,
,,,2719,33,,,,,,,1.127087116241455,253075488.0,506150976.0
281556384.0,563112768.0,1.0283771753311157,2749,34,,,,,,,,,
204815568.0,409631136.0,1.0874990224838257,2799,34,,,,,,,,,
,,,680,,0.4589780569076538,227377584.0,454755168.0,,,,,,
,,,681,,0.4524287283420563,208102960.0,416205920.0,,,,,,
,,,682,,0.4622640609741211,213247552.0,426495104.0,,,,,,
,,,683,,0.46379128098487854,183167168.0,366334336.0,,,,,,
,,,684,,0.4584847092628479,236281760.0,472563520.0,,,,,,
,,,685,,0.4569830596446991,253864448.0,507728896.0,,,,,,
,,,686,,0.4597944915294647,239799360.0,479598720.0,,,,,,
,,,687,,0.46348679065704346,209769744.0,419539488.0,,,,,,
,,,688,,0.45345422625541687,216233424.0,432466848.0,,,,,,
,,,689,,0.46077409386634827,264530080.0,529060160.0,,,,,,
,,,690,,0.4593871831893921,286240896.0,572481792.0,,,,,,
,,,691,,0.45525285601615906,223411040.0,446822080.0,,,,,,
,,,692,,0.45887523889541626,266118800.0,532237600.0,,,,,,
,,,693,,0.46211230754852295,203357280.0,406714560.0,,,,,,
,,,694,,0.4582113027572632,197737488.0,395474976.0,,,,,,
,,,695,,0.4628749191761017,272285312.0,544570624.0,,,,,,
,,,696,,0.45815974473953247,208798160.0,417596320.0,,,,,,
,,,697,,0.45718979835510254,199945088.0,399890176.0,,,,,,
,,,698,,0.46599408984184265,233708192.0,467416384.0,,,,,,
,,,699,,0.4572627544403076,221029920.0,442059840.0,,,,,,
,,,2799,34,,,,228250304.0,456500608.0,0.45928800106048584,,,
,,,2799,34,,,,,,,1.0913865566253662,240910080.0,481820160.0
230885088.0,461770176.0,1.068878173828125,2849,35,,,,,,,,,
,,,700,,0.4005718231201172,214706848.0,429413696.0,,,,,,
,,,701,,0.3943628668785095,197124912.0,394249824.0,,,,,,
,,,702,,0.40109023451805115,202075136.0,404150272.0,,,,,,
,,,703,,0.4146505892276764,172203664.0,344407328.0,,,,,,
,,,704,,0.40610674023628235,223730688.0,447461376.0,,,,,,
,,,705,,0.40253493189811707,239494928.0,478989856.0,,,,,,
,,,706,,0.3994652032852173,226671520.0,453343040.0,,,,,,
,,,707,,0.40098699927330017,197954208.0,395908416.0,,,,,,
,,,708,,0.3986806273460388,204708304.0,409416608.0,,,,,,
,,,709,,0.4045152962207794,250653376.0,501306752.0,,,,,,
,,,710,,0.4062306582927704,271256832.0,542513664.0,,,,,,
,,,711,,0.4014265239238739,211311424.0,422622848.0,,,,,,
