train_recon_loss_step,step,epoch,train_main_loss_step,train_loss_step,val_recon_loss_step,val_loss_step,val_main_loss_step,val_main_loss_epoch,val_recon_loss_epoch,val_loss_epoch,train_recon_loss_epoch,train_loss_epoch,train_main_loss_epoch
,354,,,,800.3554077148438,350213792.0,700425984.0,,,,,,
,355,,,,800.3568725585938,428362080.0,856722560.0,,,,,,
,356,,,,800.3585815429688,393409568.0,786817536.0,,,,,,
,357,,,,800.35595703125,403652864.0,807304128.0,,,,,,
,358,,,,800.3607788085938,373973504.0,747945408.0,,,,,,
,359,,,,800.3602294921875,346149696.0,692297792.0,,,,,,
,1439,17,,,,,,772008704.0,800.357666015625,386005152.0,,,
,1439,17,,,,,,,,,861.1776123046875,395921632.0,791841728.0
690.081787109375,1449,18,894816576.0,447408992.0,,,,,,,,,
532.1564331054688,1499,18,800619456.0,400310272.0,,,,,,,,,
,360,,,,524.6345825195312,323211584.0,646422144.0,,,,,,
,361,,,,524.6378784179688,408684032.0,817367040.0,,,,,,
,362,,,,524.6359252929688,336116064.0,672231104.0,,,,,,
,363,,,,524.6349487304688,404074912.0,808148800.0,,,,,,
,364,,,,524.6389770507812,397836032.0,795671040.0,,,,,,
,365,,,,524.6380615234375,422481536.0,844962048.0,,,,,,
,366,,,,524.6323852539062,459311584.0,918622144.0,,,,,,
,367,,,,524.6317138671875,342631328.0,685261632.0,,,,,,
,368,,,,524.6390380859375,330806976.0,661612928.0,,,,,,
,369,,,,524.6357421875,390906752.0,781812480.0,,,,,,
,370,,,,524.6395263671875,433467008.0,866932992.0,,,,,,
,371,,,,524.6396484375,361836576.0,723672128.0,,,,,,
,372,,,,524.6385498046875,408075616.0,816150208.0,,,,,,
,373,,,,524.6416625976562,346728960.0,693456896.0,,,,,,
,374,,,,524.6325073242188,346482464.0,692963904.0,,,,,,
,375,,,,524.6373291015625,423848864.0,847696704.0,,,,,,
,376,,,,524.6378784179688,389131808.0,778262592.0,,,,,,
,377,,,,524.6364135742188,399572352.0,799143680.0,,,,,,
,378,,,,524.6390991210938,369900800.0,739800576.0,,,,,,
,379,,,,524.6380615234375,342246240.0,684491456.0,,,,,,
,1519,18,,,,,,763734080.0,524.6370849609375,381867584.0,,,
,1519,18,,,,,,,,,593.3244018554688,392173888.0,784346688.0
389.0458679199219,1549,19,855344640.0,427672704.0,,,,,,,,,
266.7447509765625,1599,19,708576192.0,354288352.0,,,,,,,,,
,380,,,,295.72113037109375,319060896.0,638121216.0,,,,,,
,381,,,,295.72271728515625,403928736.0,807856896.0,,,,,,
,382,,,,295.7213439941406,331963168.0,663925760.0,,,,,,
,383,,,,295.719970703125,399338592.0,798676608.0,,,,,,
,384,,,,295.72381591796875,393234272.0,786467968.0,,,,,,
,385,,,,295.72314453125,417535456.0,835070336.0,,,,,,
,386,,,,295.7180480957031,454173376.0,908346176.0,,,,,,
,387,,,,295.71923828125,338390112.0,676779648.0,,,,,,
,388,,,,295.7248229980469,326615712.0,653230848.0,,,,,,
,389,,,,295.7224426269531,386354432.0,772708288.0,,,,,,
,390,,,,295.72491455078125,428438624.0,856876672.0,,,,,,
,391,,,,295.72491455078125,357453728.0,714906880.0,,,,,,
,392,,,,295.7240905761719,403317920.0,806635264.0,,,,,,
,393,,,,295.7275390625,342417856.0,684835136.0,,,,,,
,394,,,,295.71685791015625,342384512.0,684768448.0,,,,,,
,395,,,,295.7232666015625,418884736.0,837768896.0,,,,,,
,396,,,,295.7225036621094,384428512.0,768856448.0,,,,,,
,397,,,,295.7225036621094,395087680.0,790174784.0,,,,,,
,398,,,,295.7239990234375,365424768.0,730848960.0,,,,,,
,399,,,,295.72222900390625,337957504.0,675914432.0,,,,,,
,1599,19,,,,,,754638528.0,295.72247314453125,377319488.0,,,
,1599,19,,,,,,,,,363.5252685546875,388007008.0,776013504.0
169.1028594970703,1649,20,748793472.0,374396896.0,,,,,,,,,
,400,,,,138.46603393554688,314582720.0,629165184.0,,,,,,
,401,,,,138.46670532226562,398791968.0,797583680.0,,,,,,
,402,,,,138.4661407470703,327482624.0,654964992.0,,,,,,
,403,,,,138.46458435058594,394222432.0,788444608.0,,,,,,
,404,,,,138.46725463867188,388264768.0,776529280.0,,,,,,
,405,,,,138.46755981445312,412190976.0,824381696.0,,,,,,
,406,,,,138.46347045898438,448619616.0,897238976.0,,,,,,
,407,,,,138.46551513671875,333813344.0,667626432.0,,,,,,
,408,,,,138.46917724609375,322093312.0,644186368.0,,,,,,
,409,,,,138.4678192138672,381438720.0,762877184.0,,,,,,
,410,,,,138.4694061279297,423004416.0,846008576.0,,,,,,
,411,,,,138.46865844726562,352722688.0,705445120.0,,,,,,
,412,,,,138.46852111816406,398178592.0,796356928.0,,,,,,
,413,,,,138.47128295898438,337764896.0,675529536.0,,,,,,
,414,,,,138.46214294433594,337963808.0,675927360.0,,,,,,
,415,,,,138.46774291992188,413520480.0,827040704.0,,,,,,
,416,,,,138.46685791015625,379348512.0,758696768.0,,,,,,
,417,,,,138.46762084960938,390245632.0,780491008.0,,,,,,
,418,,,,138.46812438964844,360592128.0,721184000.0,,,,,,
,419,,,,138.4664764404297,333329024.0,666657792.0,,,,,,
,1679,20,,,,,,744816832.0,138.46705627441406,372408576.0,,,
,1679,20,,,,,,,,,188.36264038085938,383673728.0,767347072.0
100.22089385986328,1699,21,797518720.0,398759456.0,,,,,,,,,
53.93012619018555,1749,21,685404928.0,342702528.0,,,,,,,,,
,420,,,,51.89472579956055,309757952.0,619515776.0,,,,,,
,421,,,,51.895103454589844,393250144.0,786500160.0,,,,,,
,422,,,,51.894954681396484,322655264.0,645310400.0,,,,,,
,423,,,,51.89337921142578,388703104.0,777406080.0,,,,,,
,424,,,,51.894657135009766,382904992.0,765809856.0,,,,,,
,425,,,,51.89573287963867,406422976.0,812845824.0,,,,,,
,426,,,,51.89289093017578,442623776.0,885247424.0,,,,,,
,427,,,,51.894989013671875,328881248.0,657762368.0,,,,,,
,428,,,,51.89714813232422,317220384.0,634440640.0,,,,,,
,429,,,,51.89601135253906,376137632.0,752275136.0,,,,,,
,430,,,,51.89714050292969,417138752.0,834277376.0,,,,,,
,431,,,,51.89637756347656,347622624.0,695245120.0,,,,,,
,432,,,,51.89652633666992,392633952.0,785267776.0,,,,,,
,433,,,,51.89813995361328,332749856.0,665499584.0,,,,,,
,434,,,,51.892086029052734,333201568.0,666403008.0,,,,,,
,435,,,,51.896236419677734,407731072.0,815462016.0,,,,,,
,436,,,,51.895660400390625,373868448.0,747736768.0,,,,,,
,437,,,,51.89615249633789,385024672.0,770049216.0,,,,,,
,438,,,,51.89603042602539,355381472.0,710762816.0,,,,,,
,439,,,,51.89525604248047,328340576.0,656681024.0,,,,,,
,1759,21,,,,,,734224896.0,51.89546203613281,367112512.0,,,
,1759,21,,,,,,,,,81.02749633789062,378942208.0,757884160.0
27.016319274902344,1799,22,701622272.0,350811168.0,,,,,,,,,
,440,,,,15.089588165283203,304540352.0,609080704.0,,,,,,
,441,,,,15.089468002319336,387248224.0,774496448.0,,,,,,
,442,,,,15.0897216796875,317434880.0,634869760.0,,,,,,
,443,,,,15.088531494140625,382725664.0,765451328.0,,,,,,
,444,,,,15.089327812194824,377102176.0,754204352.0,,,,,,
,445,,,,15.089213371276855,400173600.0,800347200.0,,,,,,
,446,,,,15.087945938110352,436125152.0,872250304.0,,,,,,
,447,,,,15.089739799499512,323546240.0,647092480.0,,,,,,
,448,,,,15.090008735656738,311950144.0,623900288.0,,,,,,
,449,,,,15.089998245239258,370398976.0,740797952.0,,,,,,
,450,,,,15.090622901916504,410782528.0,821565056.0,,,,,,
,451,,,,15.089754104614258,342103904.0,684207808.0,,,,,,
,452,,,,15.090943336486816,386628896.0,773257792.0,,,,,,
,453,,,,15.090849876403809,327324064.0,654648128.0,,,,,,
,454,,,,15.088432312011719,328052416.0,656104832.0,,,,,,
,455,,,,15.089729309082031,401458208.0,802916416.0,,,,,,
,456,,,,15.089736938476562,367934016.0,735868032.0,,,,,,
,457,,,,15.090242385864258,379373728.0,758747456.0,,,,,,
,458,,,,15.090265274047852,349741760.0,699483520.0,,,,,,
,459,,,,15.09013843536377,322943904.0,645887808.0,,,,,,
,1839,22,,,,,,722758912.0,15.089712142944336,361379456.0,,,
,1839,22,,,,,,,,,28.361133575439453,373601792.0,747203584.0
12.7914457321167,1849,23,831060864.0,415530432.0,,,,,,,,,
6.321575164794922,1899,23,647419904.0,323709952.0,,,,,,,,,
,460,,,,3.9414169788360596,299015136.0,598030272.0,,,,,,
,461,,,,3.9413182735443115,380881760.0,761763520.0,,,,,,
,462,,,,3.9417176246643066,311906496.0,623812992.0,,,,,,
,463,,,,3.940826177597046,376385568.0,752771136.0,,,,,,
,464,,,,3.9417150020599365,370949248.0,741898496.0,,,,,,
,465,,,,3.9405553340911865,393541792.0,787083584.0,,,,,,
,466,,,,3.940192461013794,429226080.0,858452160.0,,,,,,
,467,,,,3.941545009613037,317895104.0,635790208.0,,,,,,
,468,,,,3.9412143230438232,306368352.0,612736704.0,,,,,,
,469,,,,3.9415371417999268,364314880.0,728629760.0,,,,,,
,470,,,,3.9420642852783203,404036064.0,808072128.0,,,,,,
,471,,,,3.9409799575805664,336255680.0,672511360.0,,,,,,
,472,,,,3.942878246307373,380259072.0,760518144.0,,,,,,
,473,,,,3.941904067993164,321575456.0,643150912.0,,,,,,
,474,,,,3.9411659240722656,322600576.0,645201152.0,,,,,,
,475,,,,3.941124677658081,394801184.0,789602368.0,,,,,,
,476,,,,3.9410531520843506,361640032.0,723280064.0,,,,,,
,477,,,,3.941748857498169,373383648.0,746767296.0,,,,,,
,478,,,,3.9422497749328613,343763712.0,687527424.0,,,,,,
,479,,,,3.9418885707855225,317226624.0,634453248.0,,,,,,
,1919,23,,,,,,710602624.0,3.9414548873901367,355301312.0,,,
,1919,23,,,,,,,,,8.71590518951416,368153376.0,736306752.0
3.7008495330810547,1949,24,659638656.0,329819328.0,,,,,,,,,
2.7152721881866455,1999,24,714992832.0,357496416.0,,,,,,,,,
,480,,,,1.4781967401504517,293121568.0,586243136.0,,,,,,
,481,,,,1.4776852130889893,374078432.0,748156864.0,,,,,,
,482,,,,1.4785094261169434,306009664.0,612019328.0,,,,,,
,483,,,,1.4778040647506714,369610880.0,739221760.0,,,,,,
,484,,,,1.4791501760482788,364376960.0,728753920.0,,,,,,
,485,,,,1.4772019386291504,386451616.0,772903232.0,,,,,,
,486,,,,1.4767075777053833,421846752.0,843693504.0,,,,,,
,487,,,,1.4777719974517822,311865408.0,623730816.0,,,,,,
,488,,,,1.4781804084777832,300413760.0,600827520.0,,,,,,
,489,,,,1.4781866073608398,357816960.0,715633920.0,,,,,,
,490,,,,1.4787012338638306,396821920.0,793643840.0,,,,,,
,491,,,,1.4775538444519043,330012960.0,660025920.0,,,,,,
,492,,,,1.4798762798309326,373452160.0,746904320.0,,,,,,
,493,,,,1.478044033050537,315440512.0,630881024.0,,,,,,
,494,,,,1.4784702062606812,316786496.0,633572992.0,,,,,,
,495,,,,1.4768863916397095,387683520.0,775367040.0,,,,,,
,496,,,,1.4775701761245728,354915136.0,709830272.0,,,,,,
,497,,,,1.4783587455749512,366987552.0,733975104.0,,,,,,
,498,,,,1.479361653327942,337380640.0,674761280.0,,,,,,
,499,,,,1.4778929948806763,311125376.0,622250752.0,,,,,,
,1999,24,,,,,,697619904.0,1.4781055450439453,348809952.0,,,
,1999,24,,,,,,,,,3.570957899093628,362224512.0,724449024.0
2.3384552001953125,2049,25,689786560.0,344893280.0,,,,,,,,,
,500,,,,0.8376043438911438,286815264.0,573630528.0,,,,,,
,501,,,,0.8371379375457764,366783904.0,733567808.0,,,,,,
,502,,,,0.8377102613449097,299699712.0,599399424.0,,,,,,
,503,,,,0.8369723558425903,362347264.0,724694528.0,,,,,,
,504,,,,0.8385211825370789,357333248.0,714666496.0,,,,,,
,505,,,,0.8366283774375916,378845376.0,757690752.0,,,,,,
,506,,,,0.8363982439041138,413926400.0,827852800.0,,,,,,
,507,,,,0.837124764919281,305411200.0,610822400.0,,,,,,
,508,,,,0.8371797204017639,294041120.0,588082240.0,,,,,,
,509,,,,0.8372993469238281,350854048.0,701708096.0,,,,,,
,510,,,,0.8378763794898987,389080832.0,778161664.0,,,,,,
,511,,,,0.8369244933128357,323327200.0,646654400.0,,,,,,
,512,,,,0.8390055298805237,366153632.0,732307264.0,,,,,,
,513,,,,0.837141215801239,308871936.0,617743872.0,,,,,,
,514,,,,0.83799147605896,310566592.0,621133184.0,,,,,,
,515,,,,0.8360289335250854,380047456.0,760094912.0,,,,,,
,516,,,,0.8366756439208984,347705632.0,695411264.0,,,,,,
,517,,,,0.8372767567634583,360135232.0,720270464.0,,,,,,
,518,,,,0.8384382128715515,330542432.0,661084864.0,,,,,,
,519,,,,0.8373908996582031,304593504.0,609187008.0,,,,,,
,2079,25,,,,,,683708160.0,0.8373664021492004,341854080.0,,,
,2079,25,,,,,,,,,2.4235916137695312,355899136.0,711798272.0
2.0768439769744873,2099,26,685480320.0,342740160.0,,,,,,,,,
1.9218482971191406,2149,26,747601856.0,373800928.0,,,,,,,,,
,520,,,,0.5486685037612915,280095552.0,560191104.0,,,,,,
,521,,,,0.5483847260475159,358992928.0,717985856.0,,,,,,
,522,,,,0.5484756827354431,292975872.0,585951744.0,,,,,,
,523,,,,0.5480348467826843,354590272.0,709180544.0,,,,,,
,524,,,,0.5502979159355164,349814368.0,699628736.0,,,,,,
,525,,,,0.548033595085144,370716800.0,741433600.0,,,,,,
,526,,,,0.5473756790161133,405457536.0,810915072.0,,,,,,
,527,,,,0.5482118129730225,298531008.0,597062016.0,,,,,,
,528,,,,0.5489891171455383,287249472.0,574498944.0,,,,,,
,529,,,,0.5482687950134277,343422432.0,686844864.0,,,,,,
,530,,,,0.5490055680274963,380806144.0,761612288.0,,,,,,
,531,,,,0.5483836531639099,316196032.0,632392064.0,,,,,,
,532,,,,0.5502533316612244,358358592.0,716717184.0,,,,,,
,533,,,,0.5480130910873413,301867616.0,603735232.0,,,,,,
,534,,,,0.5486003160476685,303940416.0,607880832.0,,,,,,
,535,,,,0.5470203161239624,371886496.0,743772992.0,,,,,,
,536,,,,0.5470242500305176,340007104.0,680014208.0,,,,,,
,537,,,,0.5484805107116699,352823616.0,705647232.0,,,,,,
,538,,,,0.5499042868614197,323246048.0,646492096.0,,,,,,
,539,,,,0.5479797720909119,297629216.0,595258432.0,,,,,,
,2159,26,,,,,,668860736.0,0.5484703183174133,334430368.0,,,
,2159,26,,,,,,,,,2.045928716659546,349110688.0,698221376.0
1.8767756223678589,2199,27,638323264.0,319161632.0,,,,,,,,,
,540,,,,0.4358287453651428,272892352.0,545784704.0,,,,,,
,541,,,,0.4354853630065918,350618496.0,701236992.0,,,,,,
,542,,,,0.4353008270263672,285767904.0,571535808.0,,,,,,
,543,,,,0.43506771326065063,346253184.0,692506368.0,,,,,,
,544,,,,0.4391288459300995,341737600.0,683475200.0,,,,,,
,545,,,,0.43733981251716614,361973632.0,723947264.0,,,,,,
,546,,,,0.43425804376602173,396343424.0,792686848.0,,,,,,
,547,,,,0.4345690906047821,291152320.0,582304640.0,,,,,,
,548,,,,0.4387129843235016,279967040.0,559934080.0,,,,,,
,549,,,,0.4382505416870117,335440736.0,670881472.0,,,,,,
,550,,,,0.4378816485404968,371904064.0,743808128.0,,,,,,
,551,,,,0.43785417079925537,308542656.0,617085312.0,,,,,,
,552,,,,0.43666574358940125,349980352.0,699960704.0,,,,,,
,553,,,,0.43582668900489807,294352288.0,588704576.0,,,,,,
,554,,,,0.4360085427761078,296838464.0,593676928.0,,,,,,
,555,,,,0.4329707622528076,363108320.0,726216640.0,,,,,,
,556,,,,0.4348573088645935,331734784.0,663469568.0,,,,,,
,557,,,,0.43552494049072266,344973472.0,689946944.0,,,,,,
,558,,,,0.43856585025787354,315412256.0,630824512.0,,,,,,
,559,,,,0.43510106205940247,290158016.0,580316032.0,,,,,,
,2239,27,,,,,,652915200.0,0.436259925365448,326457600.0,,,
,2239,27,,,,,,,,,1.8734045028686523,341850752.0,683701504.0
1.836706519126892,2249,28,537710400.0,268855200.0,,,,,,,,,
1.7267261743545532,2299,28,599402752.0,299701376.0,,,,,,,,,
,560,,,,0.3418601155281067,265188720.0,530377440.0,,,,,,
,561,,,,0.3414463400840759,341638400.0,683276800.0,,,,,,
,562,,,,0.3408275544643402,278059584.0,556119168.0,,,,,,
,563,,,,0.3406713902950287,337313408.0,674626816.0,,,,,,
,564,,,,0.34442976117134094,333081216.0,666162432.0,,,,,,
,565,,,,0.34271240234375,352590816.0,705181632.0,,,,,,
,566,,,,0.33968213200569153,386554752.0,773109504.0,,,,,,
,567,,,,0.33973580598831177,283257472.0,566514944.0,,,,,,
,568,,,,0.34350940585136414,272177504.0,544355008.0,,,,,,
,569,,,,0.3429535925388336,326889216.0,653778432.0,,,,,,
,570,,,,0.342794269323349,362347104.0,724694208.0,,,,,,
,571,,,,0.342353492975235,300349056.0,600698112.0,,,,,,
,572,,,,0.3419184684753418,340995200.0,681990400.0,,,,,,
,573,,,,0.341317743062973,286309536.0,572619072.0,,,,,,
,574,,,,0.34135183691978455,289246304.0,578492608.0,,,,,,
,575,,,,0.33798545598983765,353687392.0,707374784.0,,,,,,
,576,,,,0.3401086628437042,322864160.0,645728320.0,,,,,,
,577,,,,0.34050315618515015,336564416.0,673128832.0,,,,,,
,578,,,,0.34341961145401,307021920.0,614043840.0,,,,,,
,579,,,,0.34150421619415283,282162592.0,564325184.0,,,,,,
,2319,28,,,,,,635829888.0,0.3415542542934418,317914944.0,,,
,2319,28,,,,,,,,,1.7604997158050537,333911968.0,667823936.0
1.7368143796920776,2349,29,667863296.0,333931648.0,,,,,,,,,
1.6863455772399902,2399,29,683595712.0,341797856.0,,,,,,,,,
,580,,,,0.2798062264919281,256919600.0,513839200.0,,,,,,
,581,,,,0.27973639965057373,331967072.0,663934144.0,,,,,,
,582,,,,0.2776601314544678,269785504.0,539571008.0,,,,,,
,583,,,,0.2786705791950226,327686624.0,655373248.0,,,,,,
,584,,,,0.28243288397789,323765856.0,647531712.0,,,,,,
,585,,,,0.2806694507598877,342477152.0,684954304.0,,,,,,
,586,,,,0.2787153124809265,375995552.0,751991104.0,,,,,,
,587,,,,0.2769984304904938,274778432.0,549556864.0,,,,,,
,588,,,,0.2817220985889435,263814000.0,527628000.0,,,,,,
,589,,,,0.28000956773757935,317688544.0,635377088.0,,,,,,
,590,,,,0.28058382868766785,352041984.0,704083968.0,,,,,,
,591,,,,0.2801920473575592,291541312.0,583082624.0,,,,,,
,592,,,,0.27933984994888306,331318400.0,662636800.0,,,,,,
,593,,,,0.2795547842979431,277668064.0,555336128.0,,,,,,
,594,,,,0.2784893810749054,281099680.0,562199360.0,,,,,,
,595,,,,0.2751932144165039,343531936.0,687063872.0,,,,,,
,596,,,,0.27794477343559265,313313184.0,626626368.0,,,,,,
,597,,,,0.2769516408443451,327520288.0,655040576.0,,,,,,
,598,,,,0.28079459071159363,297998272.0,595996544.0,,,,,,
,599,,,,0.279882550239563,273573120.0,547146240.0,,,,,,
,2399,29,,,,,,617448384.0,0.27926740050315857,308724192.0,,,
,2399,29,,,,,,,,,1.6975406408309937,325486656.0,650973312.0
1.6592986583709717,2449,30,544241792.0,272120896.0,,,,,,,,,
,600,,,,0.23337669670581818,248165568.0,496331136.0,,,,,,
,601,,,,0.23325133323669434,321689856.0,643379712.0,,,,,,
,602,,,,0.23036155104637146,261026608.0,522053216.0,,,,,,
,603,,,,0.23236069083213806,317457824.0,634915648.0,,,,,,
,604,,,,0.2349826842546463,313875552.0,627751104.0,,,,,,
,605,,,,0.23363365232944489,331719392.0,663438784.0,,,,,,
,606,,,,0.2315092533826828,364754048.0,729508096.0,,,,,,
,607,,,,0.22951510548591614,265796592.0,531593184.0,,,,,,
,608,,,,0.234137162566185,254957648.0,509915296.0,,,,,,
,609,,,,0.23196719586849213,307922752.0,615845504.0,,,,,,
,610,,,,0.23292626440525055,341076576.0,682153152.0,,,,,,
,611,,,,0.23248879611492157,282202336.0,564404672.0,,,,,,
,612,,,,0.2318788766860962,321035360.0,642070720.0,,,,,,
,613,,,,0.23198847472667694,268509664.0,537019328.0,,,,,,
,614,,,,0.23104803264141083,272478848.0,544957696.0,,,,,,
,615,,,,0.22897738218307495,332728992.0,665457984.0,,,,,,
,616,,,,0.2305370718240738,303166848.0,606333696.0,,,,,,
,617,,,,0.22962626814842224,317924704.0,635849408.0,,,,,,
,618,,,,0.2334759682416916,288424896.0,576849792.0,,,,,,
,619,,,,0.23305688798427582,264471120.0,528942240.0,,,,,,
,2479,30,,,,,,597938496.0,0.2320549637079239,298969248.0,,,
,2479,30,,,,,,,,,1.6412590742111206,316399776.0,632799552.0
1.6062020063400269,2499,31,571272384.0,285636192.0,,,,,,,,,
1.6939598321914673,2549,31,545813568.0,272906784.0,,,,,,,,,
,620,,,,0.2595363259315491,238961984.0,477923968.0,,,,,,
,621,,,,0.25899800658226013,310837952.0,621675904.0,,,,,,
,622,,,,0.25596925616264343,251817552.0,503635104.0,,,,,,
,623,,,,0.2574752867221832,306658272.0,613316544.0,,,,,,
,624,,,,0.26080062985420227,303442368.0,606884736.0,,,,,,
,625,,,,0.2594270706176758,320347712.0,640695424.0,,,,,,
,626,,,,0.25697606801986694,352858752.0,705717504.0,,,,,,
,627,,,,0.2548307478427887,256346400.0,512692800.0,,,,,,
,628,,,,0.26026928424835205,245643360.0,491286720.0,,,,,,
,629,,,,0.2580396831035614,297624448.0,595248896.0,,,,,,
,630,,,,0.2588774561882019,329480416.0,658960832.0,,,,,,
,631,,,,0.2578127980232239,272365824.0,544731648.0,,,,,,
,632,,,,0.2584827244281769,310177248.0,620354496.0,,,,,,
,633,,,,0.2582676410675049,258868576.0,517737152.0,,,,,,
,634,,,,0.25673338770866394,263419344.0,526838688.0,,,,,,
,635,,,,0.2544698417186737,321308288.0,642616576.0,,,,,,
,636,,,,0.2563973367214203,292456800.0,584913600.0,,,,,,
,637,,,,0.25507691502571106,307810496.0,615620992.0,,,,,,
,638,,,,0.2594496011734009,278334784.0,556669568.0,,,,,,
,639,,,,0.25933584570884705,254890912.0,509781824.0,,,,,,
,2559,31,,,,,,577365120.0,0.25786128640174866,288682560.0,,,
,2559,31,,,,,,,,,1.603093147277832,306741344.0,613482688.0
1.5287964344024658,2599,32,606209536.0,303104768.0,,,,,,,,,
,640,,,,0.26662638783454895,229354288.0,458708576.0,,,,,,
,641,,,,0.265322208404541,299453024.0,598906048.0,,,,,,
,642,,,,0.26201051473617554,242203856.0,484407712.0,,,,,,
,643,,,,0.26371410489082336,295330720.0,590661440.0,,,,,,
,644,,,,0.2676392197608948,292509152.0,585018304.0,,,,,,
,645,,,,0.26592373847961426,308402944.0,616805888.0,,,,,,
,646,,,,0.26309648156166077,340349824.0,680699648.0,,,,,,
,647,,,,0.26091063022613525,246472720.0,492945440.0,,,,,,
,648,,,,0.2668849527835846,235916208.0,471832416.0,,,,,,
,649,,,,0.2632409632205963,286836352.0,573672704.0,,,,,,
,650,,,,0.2645273804664612,317293344.0,634586688.0,,,,,,
,651,,,,0.26379138231277466,262075440.0,524150880.0,,,,,,
,652,,,,0.2648060917854309,298785920.0,597571840.0,,,,,,
,653,,,,0.2640872299671173,248788720.0,497577440.0,,,,,,
,654,,,,0.26348763704299927,253966864.0,507933728.0,,,,,,
,655,,,,0.259876549243927,309310528.0,618621056.0,,,,,,
,656,,,,0.26194828748703003,281225792.0,562451584.0,,,,,,
,657,,,,0.26026272773742676,297220960.0,594441920.0,,,,,,
,658,,,,0.2649008631706238,267771232.0,535542464.0,,,,,,
,659,,,,0.2654905617237091,244877248.0,489754496.0,,,,,,
,2639,32,,,,,,555814464.0,0.2639274001121521,277907232.0,,,
,2639,32,,,,,,,,,1.577106237411499,296493088.0,592986176.0
1.5361489057540894,2649,33,546456512.0,273228256.0,,,,,,,,,
1.5482091903686523,2699,33,636232000.0,318116000.0,,,,,,,,,
,660,,,,0.28222158551216125,219372448.0,438744896.0,,,,,,
,661,,,,0.2811087369918823,287558176.0,575116352.0,,,,,,
,662,,,,0.2774794101715088,232215632.0,464431264.0,,,,,,
,663,,,,0.2803730368614197,283497248.0,566994496.0,,,,,,
,664,,,,0.2838408946990967,281100384.0,562200768.0,,,,,,
,665,,,,0.2820645272731781,295905088.0,591810176.0,,,,,,
,666,,,,0.2787833511829376,327244544.0,654489088.0,,,,,,
,667,,,,0.2757388651371002,236204592.0,472409184.0,,,,,,
,668,,,,0.28278541564941406,225805872.0,451611744.0,,,,,,
,669,,,,0.27841421961784363,275584128.0,551168256.0,,,,,,
,670,,,,0.2798442840576172,304534784.0,609069568.0,,,,,,
,671,,,,0.28052085638046265,251359008.0,502718016.0,,,,,,
,672,,,,0.2810155153274536,286883872.0,573767744.0,,,,,,
,673,,,,0.28007665276527405,238298672.0,476597344.0,,,,,,
,674,,,,0.27774810791015625,244152048.0,488304096.0,,,,,,
,675,,,,0.2751219868659973,296755680.0,593511360.0,,,,,,
,676,,,,0.27820706367492676,269496256.0,538992512.0,,,,,,
,677,,,,0.27570363879203796,286182208.0,572364416.0,,,,,,
,678,,,,0.28059622645378113,256760256.0,513520512.0,,,,,,
,679,,,,0.2814200520515442,234458096.0,468916192.0,,,,,,
,2719,33,,,,,,533336896.0,0.27965325117111206,266668448.0,,,
,2719,33,,,,,,,,,1.5397138595581055,285817920.0,571635840.0
1.4671896696090698,2749,34,523407904.0,261703952.0,,,,,,,,,
1.4760677814483643,2799,34,539577728.0,269788864.0,,,,,,,,,
,680,,,,0.3223486542701721,209044768.0,418089536.0,,,,,,
,681,,,,0.319011926651001,275170848.0,550341696.0,,,,,,
,682,,,,0.31636640429496765,221881136.0,443762272.0,,,,,,
,683,,,,0.31899720430374146,271176256.0,542352512.0,,,,,,
,684,,,,0.32403501868247986,269236352.0,538472704.0,,,,,,
,685,,,,0.3194565773010254,282868704.0,565737408.0,,,,,,
,686,,,,0.3154933750629425,313554208.0,627108416.0,,,,,,
,687,,,,0.31340762972831726,225568768.0,451137536.0,,,,,,
,688,,,,0.32195088267326355,215339904.0,430679808.0,,,,,,
,689,,,,0.3159995675086975,263888768.0,527777536.0,,,,,,
,690,,,,0.3173530697822571,291217440.0,582434880.0,,,,,,
,691,,,,0.3169696629047394,240240512.0,480481024.0,,,,,,
,692,,,,0.3202180862426758,274488704.0,548977408.0,,,,,,
,693,,,,0.3174864947795868,227423520.0,454847040.0,,,,,,
,694,,,,0.31704193353652954,234004112.0,468008224.0,,,,,,
,695,,,,0.31160280108451843,283657632.0,567315264.0,,,,,,
,696,,,,0.3147846460342407,257286976.0,514573952.0,,,,,,
,697,,,,0.31305843591690063,274716672.0,549433344.0,,,,,,
,698,,,,0.3180117905139923,245324384.0,490648768.0,,,,,,
,699,,,,0.32000747323036194,223659296.0,447318592.0,,,,,,
,2799,34,,,,,,509974944.0,0.31768012046813965,254987472.0,,,
,2799,34,,,,,,,,,1.515440821647644,274549184.0,549098368.0
1.5091382265090942,2849,35,572020480.0,286010240.0,,,,,,,,,
,700,,,,0.27466270327568054,198443936.0,396887872.0,,,,,,
,701,,,,0.2715955674648285,262359984.0,524719968.0,,,,,,
,702,,,,0.26792290806770325,211273072.0,422546144.0,,,,,,
,703,,,,0.2720687687397003,258435824.0,516871648.0,,,,,,
,704,,,,0.27248379588127136,256986944.0,513973888.0,,,,,,
,705,,,,0.2733229696750641,269360736.0,538721472.0,,,,,,
,706,,,,0.26714906096458435,299344512.0,598689024.0,,,,,,
,707,,,,0.26495084166526794,214637440.0,429274880.0,,,,,,
,708,,,,0.27186134457588196,204590912.0,409181824.0,,,,,,
,709,,,,0.26812076568603516,251820528.0,503641056.0,,,,,,
