train_loss_step,epoch,step,train_recon_loss_step,train_main_loss_step,val_recon_loss_step,val_main_loss_step,val_loss_step,val_recon_loss_epoch,val_main_loss_epoch,val_loss_epoch,train_loss_epoch,train_main_loss_epoch,train_recon_loss_epoch
,,345,,,250.42112731933594,749425856.0,374713184.0,,,,,,
,,346,,,250.4227752685547,888629248.0,444314880.0,,,,,,
,,347,,,250.4204864501953,788370176.0,394185344.0,,,,,,
,,348,,,250.42259216308594,750544256.0,375272384.0,,,,,,
,,349,,,250.4220428466797,717651328.0,358825920.0,,,,,,
,,350,,,250.42221069335938,673479360.0,336739936.0,,,,,,
,,351,,,250.42225646972656,805803776.0,402902144.0,,,,,,
,,352,,,250.42446899414062,668479616.0,334240064.0,,,,,,
,,353,,,250.42237854003906,605059456.0,302529984.0,,,,,,
,,354,,,250.42259216308594,928458112.0,464229312.0,,,,,,
,,355,,,250.42611694335938,747833920.0,373917216.0,,,,,,
,,356,,,250.42340087890625,815709056.0,407854784.0,,,,,,
,,357,,,250.4220428466797,761664448.0,380832480.0,,,,,,
,,358,,,250.42283630371094,896351296.0,448175904.0,,,,,,
,,359,,,250.42250061035156,700781504.0,350391008.0,,,,,,
,17,1439,,,,,,250.42262268066406,765478464.0,382739424.0,,,
,17,1439,,,,,,,,,381874560.0,763748480.0,319.2900085449219
370631616.0,18,1449,208.08619689941406,741262784.0,,,,,,,,,
360081376.0,18,1499,124.63335418701172,720162496.0,,,,,,,,,
,,360,,,106.95736694335938,750615424.0,375307808.0,,,,,,
,,361,,,106.95721435546875,834033920.0,417017056.0,,,,,,
,,362,,,106.95535278320312,812589056.0,406294624.0,,,,,,
,,363,,,106.95645904541016,700877888.0,350439040.0,,,,,,
,,364,,,106.95682525634766,645488960.0,322744576.0,,,,,,
,,365,,,106.95668029785156,736150784.0,368075488.0,,,,,,
,,366,,,106.95706939697266,873748288.0,436874240.0,,,,,,
,,367,,,106.95582580566406,774347584.0,387173888.0,,,,,,
,,368,,,106.95635223388672,737068800.0,368534496.0,,,,,,
,,369,,,106.95629119873047,704881792.0,352440992.0,,,,,,
,,370,,,106.956787109375,660844736.0,330422464.0,,,,,,
,,371,,,106.95693969726562,791808576.0,395904384.0,,,,,,
,,372,,,106.95689392089844,656153472.0,328076832.0,,,,,,
,,373,,,106.95677947998047,593374400.0,296687296.0,,,,,,
,,374,,,106.95693969726562,912909056.0,456454624.0,,,,,,
,,375,,,106.95863342285156,734431040.0,367215616.0,,,,,,
,,376,,,106.95774841308594,802017664.0,401008928.0,,,,,,
,,377,,,106.95594024658203,748193216.0,374096704.0,,,,,,
,,378,,,106.95693969726562,881245376.0,440622784.0,,,,,,
,,379,,,106.95621490478516,688057408.0,344028800.0,,,,,,
,18,1519,,,,,,106.95675659179688,751941824.0,375971008.0,,,
,18,1519,,,,,,,,,376033184.0,752065984.0,156.81521606445312
426489728.0,19,1549,66.31448364257812,852979328.0,,,,,,,,,
398961984.0,19,1599,32.63243865966797,797923904.0,,,,,,,,,
,,380,,,34.609195709228516,735644608.0,367822336.0,,,,,,
,,381,,,34.6091194152832,817894912.0,408947488.0,,,,,,
,,382,,,34.60834884643555,797067648.0,398533856.0,,,,,,
,,383,,,34.60873031616211,686812224.0,343406144.0,,,,,,
,,384,,,34.608577728271484,631940224.0,315970144.0,,,,,,
,,385,,,34.60883331298828,721600512.0,360800288.0,,,,,,
,,386,,,34.609066009521484,857414208.0,428707136.0,,,,,,
,,387,,,34.608436584472656,758967040.0,379483552.0,,,,,,
,,388,,,34.608360290527344,722295872.0,361147968.0,,,,,,
,,389,,,34.608402252197266,690892992.0,345446528.0,,,,,,
,,390,,,34.6088752746582,647005824.0,323502944.0,,,,,,
,,391,,,34.608909606933594,776458560.0,388229312.0,,,,,,
,,392,,,34.60855484008789,642657152.0,321328608.0,,,,,,
,,393,,,34.60881423950195,580590144.0,290295104.0,,,,,,
,,394,,,34.60892868041992,895832896.0,447916480.0,,,,,,
,,395,,,34.6096305847168,719739072.0,359869568.0,,,,,,
,,396,,,34.609554290771484,787005056.0,393502560.0,,,,,,
,,397,,,34.608116149902344,733425024.0,366712544.0,,,,,,
,,398,,,34.608856201171875,864661696.0,432330880.0,,,,,,
,,399,,,34.60844039916992,674119232.0,337059648.0,,,,,,
,19,1599,,,,,,34.608787536621094,737101248.0,368550656.0,,,
,19,1599,,,,,,,,,369493856.0,738987648.0,59.98761749267578
355580832.0,20,1649,15.470766067504883,711161664.0,,,,,,,,,
,,400,,,9.556380271911621,719425600.0,359712800.0,,,,,,
,,401,,,9.556384086608887,800392000.0,400196000.0,,,,,,
,,402,,,9.55604362487793,780243712.0,390121856.0,,,,,,
,,403,,,9.556305885314941,671588288.0,335794144.0,,,,,,
,,404,,,9.55593204498291,617284416.0,308642208.0,,,,,,
,,405,,,9.556187629699707,705843968.0,352921984.0,,,,,,
,,406,,,9.556391716003418,839697024.0,419848512.0,,,,,,
,,407,,,9.556190490722656,742297856.0,371148928.0,,,,,,
,,408,,,9.55599594116211,706294592.0,353147296.0,,,,,,
,,409,,,9.555963516235352,675753408.0,337876704.0,,,,,,
,,410,,,9.556374549865723,632031040.0,316015520.0,,,,,,
,,411,,,9.556329727172852,759822720.0,379911360.0,,,,,,
,,412,,,9.55615234375,628058944.0,314029472.0,,,,,,
,,413,,,9.556208610534668,566774656.0,283387328.0,,,,,,
,,414,,,9.556344032287598,877299776.0,438649888.0,,,,,,
,,415,,,9.556629180908203,703826432.0,351913216.0,,,,,,
,,416,,,9.556756973266602,770740032.0,385370016.0,,,,,,
,,417,,,9.555839538574219,717428736.0,358714368.0,,,,,,
,,418,,,9.556331634521484,846669824.0,423334912.0,,,,,,
,,419,,,9.556140899658203,659035392.0,329517696.0,,,,,,
,20,1679,,,,,,9.556243896484375,721025408.0,360512704.0,,,
,20,1679,,,,,,,,,362268800.0,724537536.0,18.89370346069336
426380448.0,21,1699,7.489425182342529,852760896.0,,,,,,,,,
369282336.0,21,1749,3.920004367828369,738564672.0,,,,,,,,,
,,420,,,2.528177261352539,702150912.0,351075456.0,,,,,,
,,421,,,2.5283637046813965,781727680.0,390863840.0,,,,,,
,,422,,,2.52817440032959,762314240.0,381157120.0,,,,,,
,,423,,,2.528244972229004,655390528.0,327695264.0,,,,,,
,,424,,,2.528291940689087,601701568.0,300850784.0,,,,,,
,,425,,,2.5282702445983887,689069568.0,344534784.0,,,,,,
,,426,,,2.528292417526245,820800704.0,410400352.0,,,,,,
,,427,,,2.528254985809326,724535872.0,362267936.0,,,,,,
,,428,,,2.528170347213745,689255360.0,344627680.0,,,,,,
,,429,,,2.528191089630127,659647040.0,329823520.0,,,,,,
,,430,,,2.5281641483306885,616102976.0,308051488.0,,,,,,
,,431,,,2.528242349624634,742096960.0,371048480.0,,,,,,
,,432,,,2.5281789302825928,612538432.0,306269216.0,,,,,,
,,433,,,2.528215169906616,552101376.0,276050688.0,,,,,,
,,434,,,2.528151273727417,857520640.0,428760320.0,,,,,,
,,435,,,2.5283660888671875,686883328.0,343441664.0,,,,,,
,,436,,,2.5283987522125244,753415552.0,376707776.0,,,,,,
,,437,,,2.528102397918701,700395008.0,350197504.0,,,,,,
,,438,,,2.5282974243164062,827476544.0,413738272.0,,,,,,
,,439,,,2.528249979019165,642989248.0,321494624.0,,,,,,
,21,1759,,,,,,2.5282399654388428,703905664.0,351952832.0,,,
,21,1759,,,,,,,,,354572864.0,709145728.0,6.022799968719482
319830336.0,22,1799,2.7874419689178467,639660672.0,,,,,,,,,
,,440,,,1.1975234746932983,683825152.0,341912576.0,,,,,,
,,441,,,1.1971570253372192,761901824.0,380950912.0,,,,,,
,,442,,,1.197287917137146,743281536.0,371640768.0,,,,,,
,,443,,,1.1980565786361694,638227648.0,319113824.0,,,,,,
,,444,,,1.1977601051330566,585202496.0,292601248.0,,,,,,
,,445,,,1.1973745822906494,671284224.0,335642112.0,,,,,,
,,446,,,1.197147250175476,800724352.0,400362176.0,,,,,,
,,447,,,1.1970003843307495,705684032.0,352842016.0,,,,,,
,,448,,,1.1967802047729492,671184064.0,335592032.0,,,,,,
,,449,,,1.1975897550582886,642582720.0,321291360.0,,,,,,
,,450,,,1.196779727935791,599231104.0,299615552.0,,,,,,
,,451,,,1.1968268156051636,723284288.0,361642144.0,,,,,,
,,452,,,1.1969199180603027,596106624.0,298053312.0,,,,,,
,,453,,,1.1979904174804688,536584288.0,268292144.0,,,,,,
,,454,,,1.1965848207473755,836490880.0,418245440.0,,,,,,
,,455,,,1.197493553161621,668915776.0,334457888.0,,,,,,
,,456,,,1.1970418691635132,735036288.0,367518144.0,,,,,,
,,457,,,1.1969692707061768,682329280.0,341164640.0,,,,,,
,,458,,,1.1966866254806519,807079744.0,403539872.0,,,,,,
,,459,,,1.1972911357879639,625990016.0,312995008.0,,,,,,
,22,1839,,,,,,1.197213053703308,685747264.0,342873632.0,,,
,22,1839,,,,,,,,,346510176.0,693020352.0,2.8790369033813477
351022336.0,23,1849,2.316663980484009,702044672.0,,,,,,,,,
322366656.0,23,1899,2.1327836513519287,644733312.0,,,,,,,,,
,,460,,,0.7188893556594849,664453504.0,332226752.0,,,,,,
,,461,,,0.7177163362503052,740913152.0,370456576.0,,,,,,
,,462,,,0.7184520363807678,723147392.0,361573696.0,,,,,,
,,463,,,0.7194517850875854,620108992.0,310054496.0,,,,,,
,,464,,,0.7186170220375061,567799424.0,283899712.0,,,,,,
,,465,,,0.7183657884597778,652494784.0,326247392.0,,,,,,
,,466,,,0.7176546454429626,779465856.0,389732928.0,,,,,,
,,467,,,0.7182437777519226,685745216.0,342872608.0,,,,,,
,,468,,,0.7173696160316467,652086400.0,326043200.0,,,,,,
,,469,,,0.7186993360519409,624570432.0,312285216.0,,,,,,
,,470,,,0.7178440093994141,581426112.0,290713056.0,,,,,,
,,471,,,0.7177510261535645,703387712.0,351693856.0,,,,,,
,,472,,,0.717988133430481,578776000.0,289388000.0,,,,,,
,,473,,,0.7194026708602905,520239520.0,260119760.0,,,,,,
,,474,,,0.7175634503364563,814204672.0,407102336.0,,,,,,
,,475,,,0.7182485461235046,649929856.0,324964928.0,,,,,,
,,476,,,0.7177203893661499,715606592.0,357803296.0,,,,,,
,,477,,,0.7178135514259338,663238016.0,331619008.0,,,,,,
,,478,,,0.7169151306152344,785476160.0,392738080.0,,,,,,
,,479,,,0.7184418439865112,608047936.0,304023968.0,,,,,,
,23,1919,,,,,,0.7181574702262878,666555840.0,333277920.0,,,
,23,1919,,,,,,,,,337988128.0,675976256.0,2.180255174636841
308797408.0,24,1949,1.8625184297561646,617594816.0,,,,,,,,,
328142528.0,24,1999,1.8657615184783936,656285056.0,,,,,,,,,
,,480,,,0.5077141523361206,644120192.0,322060096.0,,,,,,
,,481,,,0.5063931345939636,718846144.0,359423072.0,,,,,,
,,482,,,0.5072269439697266,701996672.0,350998336.0,,,,,,
,,483,,,0.5082853436470032,601119104.0,300559552.0,,,,,,
,,484,,,0.5071229338645935,549576832.0,274788416.0,,,,,,
,,485,,,0.5072970986366272,632785728.0,316392864.0,,,,,,
,,486,,,0.5061830282211304,757109504.0,378554752.0,,,,,,
,,487,,,0.507023811340332,664803968.0,332401984.0,,,,,,
,,488,,,0.5057660341262817,632046848.0,316023424.0,,,,,,
,,489,,,0.5074085593223572,605694656.0,302847328.0,,,,,,
,,490,,,0.5066742897033691,562772672.0,281386336.0,,,,,,
,,491,,,0.5064109563827515,682491712.0,341245856.0,,,,,,
,,492,,,0.5063878893852234,560631104.0,280315552.0,,,,,,
,,493,,,0.5083035826683044,503151488.0,251575744.0,,,,,,
,,494,,,0.5063105821609497,790746880.0,395373440.0,,,,,,
,,495,,,0.5068157315254211,630010304.0,315005152.0,,,,,,
,,496,,,0.5064220428466797,695211136.0,347605568.0,,,,,,
,,497,,,0.506391704082489,643205440.0,321602720.0,,,,,,
,,498,,,0.5054221153259277,762749760.0,381374880.0,,,,,,
,,499,,,0.5072059631347656,589247424.0,294623712.0,,,,,,
,24,1999,,,,,,0.506838321685791,646415872.0,323207936.0,,,
,24,1999,,,,,,,,,328869088.0,657738176.0,1.9244136810302734
341037184.0,25,2049,1.7961437702178955,682074368.0,,,,,,,,,
,,500,,,0.35127314925193787,622758208.0,311379104.0,,,,,,
,,501,,,0.3502599000930786,695620096.0,347810048.0,,,,,,
,,502,,,0.3510325849056244,679755648.0,339877824.0,,,,,,
,,503,,,0.3519715368747711,581201856.0,290600928.0,,,,,,
,,504,,,0.35094547271728516,530484704.0,265242352.0,,,,,,
,,505,,,0.35127773880958557,612095168.0,306047584.0,,,,,,
,,506,,,0.34989264607429504,733572160.0,366786080.0,,,,,,
,,507,,,0.35079362988471985,642788416.0,321394208.0,,,,,,
,,508,,,0.34968796372413635,611001024.0,305500512.0,,,,,,
,,509,,,0.3511314392089844,585900224.0,292950112.0,,,,,,
,,510,,,0.3504948914051056,543217280.0,271608640.0,,,,,,
,,511,,,0.35033243894577026,660524672.0,330262336.0,,,,,,
,,512,,,0.35009536147117615,541622656.0,270811328.0,,,,,,
,,513,,,0.35204923152923584,485279424.0,242639712.0,,,,,,
,,514,,,0.3503674566745758,766025088.0,383012544.0,,,,,,
,,515,,,0.3505772352218628,609093312.0,304546656.0,,,,,,
,,516,,,0.3502900004386902,673782592.0,336891296.0,,,,,,
,,517,,,0.35034117102622986,622167232.0,311083616.0,,,,,,
,,518,,,0.34896185994148254,738814592.0,369407296.0,,,,,,
,,519,,,0.3511832654476166,569533888.0,284766944.0,,,,,,
,25,2079,,,,,,0.35064801573753357,625262016.0,312631008.0,,,
,25,2079,,,,,,,,,319304384.0,638608768.0,1.819590449333191
382012608.0,26,2099,1.7777832746505737,764025216.0,,,,,,,,,
294550368.0,26,2149,1.734850525856018,589100736.0,,,,,,,,,
,,520,,,0.31776806712150574,600407168.0,300203584.0,,,,,,
,,521,,,0.31670698523521423,671267968.0,335633984.0,,,,,,
,,522,,,0.31763139367103577,656460864.0,328230432.0,,,,,,
,,523,,,0.3186891973018646,560401600.0,280200800.0,,,,,,
,,524,,,0.3174965977668762,510570240.0,255285120.0,,,,,,
,,525,,,0.3180864155292511,590465024.0,295232512.0,,,,,,
,,526,,,0.31631946563720703,708885888.0,354442944.0,,,,,,
,,527,,,0.31727147102355957,619735808.0,309867904.0,,,,,,
,,528,,,0.3160202205181122,588989376.0,294494688.0,,,,,,
,,529,,,0.31766024231910706,565232000.0,282616000.0,,,,,,
,,530,,,0.3169752061367035,522805568.0,261402784.0,,,,,,
,,531,,,0.3168809711933136,637524160.0,318762080.0,,,,,,
,,532,,,0.31666043400764465,521798112.0,260899056.0,,,,,,
,,533,,,0.31872573494911194,466674656.0,233337328.0,,,,,,
,,534,,,0.3169311583042145,740067392.0,370033696.0,,,,,,
,,535,,,0.3171382248401642,587219904.0,293609952.0,,,,,,
,,536,,,0.3168908655643463,651360128.0,325680064.0,,,,,,
,,537,,,0.316633403301239,600163712.0,300081856.0,,,,,,
,,538,,,0.315137654542923,713701376.0,356850688.0,,,,,,
,,539,,,0.31796854734420776,548952448.0,274476224.0,,,,,,
,26,2159,,,,,,0.3171796202659607,603134144.0,301567072.0,,,
,26,2159,,,,,,,,,309205440.0,618410880.0,1.7514399290084839
315373088.0,27,2199,1.7272462844848633,630746176.0,,,,,,,,,
,,540,,,0.2901928722858429,577056384.0,288528192.0,,,,,,
,,541,,,0.2893594205379486,645766528.0,322883264.0,,,,,,
,,542,,,0.2901391088962555,632095872.0,316047936.0,,,,,,
,,543,,,0.2913018465042114,538717568.0,269358784.0,,,,,,
,,544,,,0.2901066541671753,489838272.0,244919136.0,,,,,,
,,545,,,0.2909795343875885,567889024.0,283944512.0,,,,,,
,,546,,,0.2889593541622162,683025344.0,341512672.0,,,,,,
,,547,,,0.28979918360710144,595631040.0,297815520.0,,,,,,
,,548,,,0.2887703776359558,566003456.0,283001728.0,,,,,,
,,549,,,0.29023388028144836,543689792.0,271844896.0,,,,,,
,,550,,,0.2894256114959717,501539200.0,250769600.0,,,,,,
,,551,,,0.28962257504463196,613475392.0,306737696.0,,,,,,
,,552,,,0.28885042667388916,501162592.0,250581296.0,,,,,,
,,553,,,0.2913649082183838,447350016.0,223675008.0,,,,,,
,,554,,,0.2897960841655731,712840640.0,356420320.0,,,,,,
,,555,,,0.28965938091278076,564382528.0,282191264.0,,,,,,
,,556,,,0.28949251770973206,627932608.0,313966304.0,,,,,,
,,557,,,0.28937771916389465,577186560.0,288593280.0,,,,,,
,,558,,,0.287467896938324,687382016.0,343691008.0,,,,,,
,,559,,,0.2905847728252411,527503648.0,263751824.0,,,,,,
,27,2239,,,,,,0.28977420926094055,580023360.0,290011680.0,,,
,27,2239,,,,,,,,,298662272.0,597324544.0,1.7186460494995117
347197120.0,28,2249,1.7197895050048828,694394240.0,,,,,,,,,
264022384.0,28,2299,1.6470773220062256,528044768.0,,,,,,,,,
,,560,,,0.2651522755622864,552758080.0,276379040.0,,,,,,
,,561,,,0.26418522000312805,619159168.0,309579584.0,,,,,,
,,562,,,0.2653064727783203,606708544.0,303354272.0,,,,,,
,,563,,,0.2664876878261566,516208800.0,258104400.0,,,,,,
,,564,,,0.2652025520801544,468352160.0,234176080.0,,,,,,
,,565,,,0.26618432998657227,544422976.0,272211488.0,,,,,,
,,566,,,0.2637794315814972,656032384.0,328016192.0,,,,,,
,,567,,,0.26469817757606506,570523264.0,285261632.0,,,,,,
,,568,,,0.2634597420692444,542096896.0,271048448.0,,,,,,
,,569,,,0.26495838165283203,521333280.0,260666640.0,,,,,,
,,570,,,0.2641984224319458,479479072.0,239739536.0,,,,,,
,,571,,,0.264537513256073,588427776.0,294213888.0,,,,,,
,,572,,,0.263952374458313,479779712.0,239889856.0,,,,,,
,,573,,,0.26645639538764954,427374720.0,213687360.0,,,,,,
,,574,,,0.2644963562488556,684380672.0,342190336.0,,,,,,
,,575,,,0.26486071944236755,540635648.0,270317824.0,,,,,,
,,576,,,0.26449498534202576,603552000.0,301776000.0,,,,,,
,,577,,,0.26406148076057434,553289280.0,276644640.0,,,,,,
,,578,,,0.2615061402320862,659896256.0,329948128.0,,,,,,
,,579,,,0.26579979062080383,505247520.0,252623760.0,,,,,,
,28,2319,,,,,,0.2646889090538025,555982848.0,277991424.0,,,
,28,2319,,,,,,,,,287656224.0,575312448.0,1.6818830966949463
286399776.0,29,2349,1.637222409248352,572799552.0,,,,,,,,,
293252960.0,29,2399,1.687153697013855,586505920.0,,,,,,,,,
,,580,,,0.22426019608974457,527607200.0,263803600.0,,,,,,
,,581,,,0.22339679300785065,591533248.0,295766624.0,,,,,,
,,582,,,0.22427552938461304,580390336.0,290195168.0,,,,,,
,,583,,,0.22542235255241394,492975424.0,246487712.0,,,,,,
,,584,,,0.22440442442893982,446214976.0,223107488.0,,,,,,
,,585,,,0.22537074983119965,520163648.0,260081824.0,,,,,,
,,586,,,0.22318154573440552,627993344.0,313996672.0,,,,,,
,,587,,,0.22364568710327148,544504384.0,272252192.0,,,,,,
,,588,,,0.22292442619800568,517365504.0,258682752.0,,,,,,
,,589,,,0.22425059974193573,498263008.0,249131504.0,,,,,,
,,590,,,0.22307908535003662,456726656.0,228363328.0,,,,,,
,,591,,,0.22371020913124084,562473344.0,281236672.0,,,,,,
,,592,,,0.22329063713550568,457752960.0,228876480.0,,,,,,
,,593,,,0.2255762368440628,406856512.0,203428256.0,,,,,,
,,594,,,0.2238721251487732,654769600.0,327384800.0,,,,,,
,,595,,,0.22421808540821075,516075136.0,258037568.0,,,,,,
,,596,,,0.22365537285804749,578312128.0,289156064.0,,,,,,
,,597,,,0.22345608472824097,528567744.0,264283872.0,,,,,,
,,598,,,0.22077970206737518,631328960.0,315664480.0,,,,,,
,,599,,,0.22512410581111908,482284960.0,241142480.0,,,,,,
,29,2399,,,,,,0.22389471530914307,531107936.0,265553968.0,,,
,29,2399,,,,,,,,,276186528.0,552373056.0,1.6659154891967773
218391280.0,30,2449,1.7000738382339478,436782560.0,,,,,,,,,
,,600,,,0.1995547115802765,501609504.0,250804752.0,,,,,,
,,601,,,0.19876381754875183,562875904.0,281437952.0,,,,,,
,,602,,,0.19949845969676971,553138240.0,276569120.0,,,,,,
,,603,,,0.19997182488441467,469037888.0,234518944.0,,,,,,
,,604,,,0.19959816336631775,423454976.0,211727488.0,,,,,,
,,605,,,0.2008025050163269,495123264.0,247561632.0,,,,,,
,,606,,,0.19919899106025696,598891648.0,299445824.0,,,,,,
,,607,,,0.19883675873279572,517572128.0,258786064.0,,,,,,
,,608,,,0.1986968070268631,491818144.0,245909072.0,,,,,,
,,609,,,0.20037934184074402,474501376.0,237250688.0,,,,,,
,,610,,,0.1989172250032425,433305024.0,216652512.0,,,,,,
,,611,,,0.1989421248435974,535610944.0,267805472.0,,,,,,
,,612,,,0.19742244482040405,435109440.0,217554720.0,,,,,,
,,613,,,0.2007359117269516,385836576.0,192918288.0,,,,,,
,,614,,,0.20035111904144287,623980672.0,311990336.0,,,,,,
,,615,,,0.20010656118392944,490713664.0,245356832.0,,,,,,
,,616,,,0.19868220388889313,552217216.0,276108608.0,,,,,,
,,617,,,0.19964899122714996,503030496.0,251515248.0,,,,,,
,,618,,,0.19725652039051056,601659584.0,300829792.0,,,,,,
,,619,,,0.1995869129896164,458637024.0,229318512.0,,,,,,
,30,2479,,,,,,0.1993475705385208,505406240.0,252703120.0,,,
,30,2479,,,,,,,,,264135712.0,528271424.0,1.655495285987854
251106064.0,31,2499,1.656916618347168,502212128.0,,,,,,,,,
272859424.0,31,2549,1.657857060432434,545718848.0,,,,,,,,,
,,620,,,0.20832855999469757,474954912.0,237477456.0,,,,,,
,,621,,,0.20680958032608032,533375808.0,266687904.0,,,,,,
,,622,,,0.20830011367797852,525140864.0,262570432.0,,,,,,
,,623,,,0.20926916599273682,444589056.0,222294528.0,,,,,,
,,624,,,0.20732614398002625,400267232.0,200133616.0,,,,,,
,,625,,,0.2096700668334961,469493440.0,234746720.0,,,,,,
,,626,,,0.2056879699230194,568914688.0,284457344.0,,,,,,
,,627,,,0.20829960703849792,489919456.0,244959728.0,,,,,,
,,628,,,0.20558899641036987,465648064.0,232824032.0,,,,,,
,,629,,,0.20836299657821655,450239200.0,225119600.0,,,,,,
,,630,,,0.2067316174507141,409408128.0,204704064.0,,,,,,
,,631,,,0.20758211612701416,508032576.0,254016288.0,,,,,,
,,632,,,0.20483773946762085,412047808.0,206023904.0,,,,,,
,,633,,,0.20923736691474915,364510048.0,182255024.0,,,,,,
,,634,,,0.2072155922651291,592194560.0,296097280.0,,,,,,
,,635,,,0.20707231760025024,464736576.0,232368288.0,,,,,,
,,636,,,0.20654591917991638,525461792.0,262730896.0,,,,,,
,,637,,,0.2064739167690277,476870688.0,238435344.0,,,,,,
,,638,,,0.20478060841560364,571073536.0,285536768.0,,,,,,
,,639,,,0.2069067656993866,434500384.0,217250192.0,,,,,,
,31,2559,,,,,,0.20725136995315552,479068928.0,239534464.0,,,
,31,2559,,,,,,,,,251802544.0,503605088.0,1.6440725326538086
191808832.0,32,2599,1.5563257932662964,383617664.0,,,,,,,,,
,,640,,,0.20451492071151733,447879872.0,223939936.0,,,,,,
,,641,,,0.20024612545967102,503269184.0,251634592.0,,,,,,
,,642,,,0.2030881941318512,496636928.0,248318464.0,,,,,,
,,643,,,0.20518140494823456,419868064.0,209934032.0,,,,,,
,,644,,,0.20196384191513062,376889440.0,188444720.0,,,,,,
,,645,,,0.20493820309638977,443514912.0,221757456.0,,,,,,
,,646,,,0.2001885622739792,538301632.0,269150816.0,,,,,,
,,647,,,0.2033708393573761,461782880.0,230891440.0,,,,,,
,,648,,,0.19895048439502716,439092192.0,219546096.0,,,,,,
,,649,,,0.20353806018829346,425717312.0,212858656.0,,,,,,
,,650,,,0.20187222957611084,385274432.0,192637216.0,,,,,,
,,651,,,0.2029188871383667,479974432.0,239987216.0,,,,,,
,,652,,,0.19880814850330353,388805312.0,194402656.0,,,,,,
,,653,,,0.20519474148750305,343117344.0,171558672.0,,,,,,
,,654,,,0.2016192078590393,559652096.0,279826048.0,,,,,,
,,655,,,0.20305629074573517,438388000.0,219194000.0,,,,,,
,,656,,,0.2012227475643158,498280736.0,249140368.0,,,,,,
,,657,,,0.2005624622106552,450323008.0,225161504.0,,,,,,
,,658,,,0.19798041880130768,539811392.0,269905696.0,,,,,,
,,659,,,0.20250204205513,410110368.0,205055184.0,,,,,,
,32,2639,,,,,,0.20208591222763062,452334464.0,226167232.0,,,
,32,2639,,,,,,,,,239165632.0,478331264.0,1.6293796300888062
186944192.0,33,2649,1.6039094924926758,373888384.0,,,,,,,,,
212719120.0,33,2699,1.577746868133545,425438240.0,,,,,,,,,
,,660,,,0.24646662175655365,420743584.0,210371792.0,,,,,,
,,661,,,0.2418091893196106,472925728.0,236462864.0,,,,,,
,,662,,,0.24551591277122498,467987872.0,233993936.0,,,,,,
,,663,,,0.246873140335083,395222112.0,197611056.0,,,,,,
,,664,,,0.24398311972618103,353661184.0,176830592.0,,,,,,
,,665,,,0.24606721103191376,417537184.0,208768592.0,,,,,,
,,666,,,0.2431284487247467,507421728.0,253710864.0,,,,,,
,,667,,,0.24449625611305237,433522528.0,216761264.0,,,,,,
,,668,,,0.24110127985477448,412502016.0,206251008.0,,,,,,
,,669,,,0.2452915906906128,401281504.0,200640752.0,,,,,,
,,670,,,0.24429960548877716,361248128.0,180624064.0,,,,,,
,,671,,,0.24565614759922028,451796448.0,225898224.0,,,,,,
,,672,,,0.240179643034935,365723040.0,182861520.0,,,,,,
,,673,,,0.24729040265083313,321991296.0,160995648.0,,,,,,
,,674,,,0.2439148724079132,526731744.0,263365872.0,,,,,,
,,675,,,0.2448473423719406,412020128.0,206010064.0,,,,,,
,,676,,,0.242892786860466,471031328.0,235515664.0,,,,,,
,,677,,,0.2435101419687271,423743488.0,211871744.0,,,,,,
,,678,,,0.241010382771492,508244448.0,254122224.0,,,,,,
,,679,,,0.24399344623088837,385812640.0,192906320.0,,,,,,
,33,2719,,,,,,0.2441163808107376,425557408.0,212778704.0,,,
,33,2719,,,,,,,,,226264336.0,452528672.0,1.6204535961151123
261241856.0,34,2749,1.601797103881836,522483712.0,,,,,,,,,
205626128.0,34,2799,1.6309939622879028,411252256.0,,,,,,,,,
,,680,,,0.2036552131175995,393627968.0,196813984.0,,,,,,
,,681,,,0.19993673264980316,442404032.0,221202016.0,,,,,,
,,682,,,0.20082685351371765,439263392.0,219631696.0,,,,,,
,,683,,,0.20361509919166565,370747392.0,185373696.0,,,,,,
,,684,,,0.2030135840177536,330692192.0,165346096.0,,,,,,
,,685,,,0.20445433259010315,391650752.0,195825376.0,,,,,,
,,686,,,0.20152945816516876,476329984.0,238164992.0,,,,,,
,,687,,,0.2014985978603363,405210752.0,202605376.0,,,,,,
,,688,,,0.2013438493013382,385961888.0,192980944.0,,,,,,
,,689,,,0.20410412549972534,377030752.0,188515376.0,,,,,,
,,690,,,0.20180271565914154,337432032.0,168716016.0,,,,,,
,,691,,,0.2042321115732193,423573088.0,211786544.0,,,,,,
,,692,,,0.1969793140888214,342908896.0,171454448.0,,,,,,
,,693,,,0.20472918450832367,301256064.0,150628032.0,,,,,,
,,694,,,0.2019592970609665,493474624.0,246737312.0,,,,,,
,,695,,,0.20307093858718872,385717952.0,192858976.0,,,,,,
,,696,,,0.1995154470205307,443791232.0,221895616.0,,,,,,
,,697,,,0.20358571410179138,397216224.0,198608112.0,,,,,,
,,698,,,0.19931602478027344,476421248.0,238210624.0,,,,,,
,,699,,,0.2016277313232422,361707744.0,180853872.0,,,,,,
,34,2799,,,,,,0.20203982293605804,398820960.0,199410480.0,,,
,34,2799,,,,,,,,,213347056.0,426694112.0,1.610357403755188
213617440.0,35,2849,1.6154518127441406,427234880.0,,,,,,,,,
